handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2
product_8d694196-334a-bd6a-d18a-5c9e0e048e01,Variant,,,,,,,,3.0,true,,,InStock,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_8d694196-334a-bd6a-d18a-5c9e0e048e01,Variant,,,,,,,,4.0,true,,,InStock,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_8d694196-334a-bd6a-d18a-5c9e0e048e01,Variant,,,,,,,,5.0,true,,,InStock,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_8d694196-334a-bd6a-d18a-5c9e0e048e01,Variant,,,,,,,,0.0,true,,,InStock,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_8d694196-334a-bd6a-d18a-5c9e0e048e01,Variant,,,,,,,,1.0,true,,,InStock,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_8d694196-334a-bd6a-d18a-5c9e0e048e01,Variant,,,,,,,,6.0,true,,,InStock,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_8d694196-334a-bd6a-d18a-5c9e0e048e01,Variant,,,,,,,,2.0,true,,,InStock,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_a6c8f796-798a-57e1-02d3-5e41ce1b054f,Product,Rescue Mom Decal,"<p>Are you a rescue mom?? This adorable rescue mom&nbsp;decal with a paw print in the middle is perfect to put on your car, computer, wall, &amp; more! Perfect for dog &amp; cat lovers!&nbsp;</p><p>&nbsp;</p><p><strong>Sizing:</strong></p><p>Size is determined by the LONGEST side of the design</p><p>&nbsp;</p><p><strong>Design:&nbsp;</strong></p><p>""Rescue Mom"" with a different color paw print in the middle</p><p>&nbsp;</p><p><strong>Customize:&nbsp;</strong></p><p>Review our ""Vinyl Color Chart"" to select the colors you would like for this design</p><p>-Choose one color for the paw print &amp; one for the verbiage</p>",c2714b_dc4323cdb2a546519555ad24eb845211~mv2.png;c2714b_f10d5623dd074a06bbd30f261863e3ad~mv2.png;c2714b_b7673b6cce104a059245ac1d4c79283f~mv2.png;c2714b_36658d7f078447898ecc1e974b92ac21~mv2.png,Pet Inspired;Queen Bee Brittany;Vinyl Decals,33A,,3.0,,true,PERCENT,0.0,InStock,0.0,Size (Inches),DROP_DOWN,3;4;5;6;7;8;9,,,,,,,,,,,,,,,,Made To Order,"<p><span><span><span><span><span>This product is made to order.</span></span></span></span></span></p>

<p><span><span><span><span><span>Please allow 5 - 7 day</span></span></span></span></span><span><span><span><span><span>s for product to be made before it is shipped. </span></span></span></span></span></p>

<p><span><span><span><span><span>Once your order has shipped you will receive an email with tracking information. </span></span></span></span></span></p>
",Disclaimer,"<p><span><span><span><span><span><span>This product is made to order. We do not guarantee that your order will look exactly like the product picture. We strive to bring you the best products and customizations, but we cannot guarantee exact products as our models. </span></span></span></span></span></span></p>
",Vinyl Color Chart,"<p><a href=""https://docs.google.com/spreadsheets/d/1di_5uBFdadOf3PpIWcCy6dXcKqszPphHzkIWMz28Wfo/edit?usp=sharing"" target=""_blank"">Click here to view our vinyl color options!</a></p>

<p>&nbsp;</p>

<ul>
	<li><strong>Permanent:</strong> For outdoor uses (i.e Car decals) when removed it does leave behind a residue and will ruin the design, do not put on walls as it will take off paint once removed</li>
	<li><strong>Removable:</strong> For indoor uses (i.e Walls/Windows) when removed it does NOT leave behind a residue and should keep the design in tack to place somewhere else, can be put on cars for decals but will not last as long as permanent vinyl!</li>
</ul>
",,,,,,,"Review our vinyl color chart below; What paw print color would you like?  (i.e ""Permanent Red"")",500,true,"Review our vinyl color chart below; What verbiage color would you like?  (i.e ""Permanent Red"")",500,true
product_a6c8f796-798a-57e1-02d3-5e41ce1b054f,Variant,,,,,,,,4.0,true,,,InStock,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_a6c8f796-798a-57e1-02d3-5e41ce1b054f,Variant,,,,,,,,0.0,true,,,InStock,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_a6c8f796-798a-57e1-02d3-5e41ce1b054f,Variant,,,,,,,,5.0,true,,,InStock,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_a6c8f796-798a-57e1-02d3-5e41ce1b054f,Variant,,,,,,,,1.0,true,,,InStock,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_a6c8f796-798a-57e1-02d3-5e41ce1b054f,Variant,,,,,,,,6.0,true,,,InStock,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_a6c8f796-798a-57e1-02d3-5e41ce1b054f,Variant,,,,,,,,2.0,true,,,InStock,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_a6c8f796-798a-57e1-02d3-5e41ce1b054f,Variant,,,,,,,,3.0,true,,,InStock,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_6ecbf4ca-bf5d-2f98-68e6-c55ffdc8d920,Product,Silhouette T-Shirt,"<p>Each one of these is unique and different, no shirt will be the same and that is the BEE-uty of it!&nbsp;</p><p>&nbsp;</p><p><strong>Get this amazing shirt in two different styles: </strong></p><p>Unicorn - Size Medium Unisex (40"" Width 29"" Length 18"" Sleeves)</p><p>Buck/Doe - Size Large Unisex&nbsp;(44"" Width 30"" Length 19.5"" Sleeves)</p>",c2714b_4c215af8ea8c46b9982a23984b331e4d~mv2_d_3024_4032_s_4_2.jpg;c2714b_1ac458622c9d416fa310905bd8fe6ed2~mv2_d_3024_4032_s_4_2.jpg;c2714b_d095536c288e4e18aca5c81942e1198d~mv2_d_3024_4032_s_4_2.jpg;c2714b_9cf0f8b4e1f647a0a7da03319828e02b~mv2_d_3024_4032_s_4_2.jpg;c2714b_daa50f6cd4c84ef38e95c7a8f345fc71~mv2_d_3024_4032_s_4_2.jpg;c2714b_d8d77c2a55df4af6a0624252b3c329c8~mv2_d_3024_4032_s_4_2.jpg,Clothing;Queen Bee Brittany,32,Ready To Ship,15.0,,false,PERCENT,0.0,0,0.0,Design,DROP_DOWN,Unicorn;Buck & Dow,,,,,,,,,,,,,,,,Local Pick Up,"<p><span><span><span><span><span><span>Local Pickup only available in Shawnee,&nbsp;Kansas for this product.</span></span></span></span></span></span></p>
",Care Instructions,"<p><span><span><span><span><span><span>Wash with like colors inside out for best results. </span></span></span></span></span></span></p>
",,,,,,,,,,,,,,
product_6ecbf4ca-bf5d-2f98-68e6-c55ffdc8d920,Variant,,,,,,,,0.0,true,,,1,,,,Unicorn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_6ecbf4ca-bf5d-2f98-68e6-c55ffdc8d920,Variant,,,,,,,,0.0,true,,,1,,,,Buck & Dow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_d85f59f8-4f14-b758-042a-5153c6741a3b,Product,Tie Dye Onesie - Rainbow Side Bullseye,"<p><span><span><span><span><span><span>Rainbow Tie Dye onesie never looked so good on a baby! BEE-utiful, vibrant, and perfect for any occasion!</span></span></span></span></span></span></p><p><strong>Rainbow Bullseye Design (Colors Used):</strong></p><p>Red, Orange, Yellow, Green, Turquoise, Blue, Purple, &amp; Fushcia.&nbsp;</p>",c2714b_413308647532433cb556c7dfff51848b~mv2_d_3024_3024_s_4_2.jpg;c2714b_190f84a7683e44ef9a16d2aff4e0338a~mv2_d_3024_3024_s_4_2.jpg;c2714b_1bc100fb964c460fa0590ea5a08cc9ea~mv2_d_3024_3024_s_4_2.jpg;c2714b_1c0a3b361e1b45c28ca551fdfa609982~mv2_d_3024_3024_s_4_2.jpg,Queen Bee Brittany;Tie Dye,22,,10.0,,true,PERCENT,0.0,InStock,0.0,Size (Months),DROP_DOWN,0-3;3-6;6-9;12;18;24,Onesie Type,DROP_DOWN,Short Sleeve;Long Sleeve,,,,,,,,,,,,,Made To Order,"<p><span><span><span><span><span>This product is made to order.</span></span></span></span></span></p>

<p><span><span><span><span><span>Please allow 5 - 7 days for product to be made before it is shipped. </span></span></span></span></span></p>

<p><span><span><span><span><span>Once your order has shipped you will receive an email with tracking information. </span></span></span></span></span></p>
",Size Chart,"<table>
	<thead>
		<tr>
			<th scope=""row"">Size</th>
			<th scope=""col"">Weight</th>
			<th scope=""col"">Height</th>
		</tr>
	</thead>
	<tbody>
		<tr>
			<th scope=""row"">0-3</th>
			<td>8-12 lbs.</td>
			<td>21-24 in.</td>
		</tr>
		<tr>
			<th scope=""row"">3-6</th>
			<td>12-16 lbs.</td>
			<td>24-26 in.</td>
		</tr>
		<tr>
			<th scope=""row"">6-9</th>
			<td>16-20 lbs.</td>
			<td>26-28 in.</td>
		</tr>
		<tr>
			<th scope=""row"">12</th>
			<td>20-24 lbs.</td>
			<td>28-30 in.</td>
		</tr>
		<tr>
			<th scope=""row"">18</th>
			<td>24-28 ilbs.</td>
			<td>30-32 in.</td>
		</tr>
		<tr>
			<th scope=""row"">24</th>
			<td>28-32 lbs.</td>
			<td>32-34 in.</td>
		</tr>
	</tbody>
</table>

<p>&nbsp;</p>

<p>*All these sizes are a rough estimate*</p>
",Disclaimer,"<p><span><span><span><span><span><span>This product is made to order. We do not guarantee that your order will look exactly like the product picture. We strive to bring you the best products and customizations, but we cannot guarantee exact products as our models. </span></span></span></span></span></span></p>
",Care Instructions,"<p><span><span><span><span><span><span>Wash separately for the first two washes then wash with like colors inside out for best results. </span></span></span></span></span></span></p>
",,,,,,,,,,
product_d85f59f8-4f14-b758-042a-5153c6741a3b,Variant,,,,,,,,1.5,true,,,InStock,,,,12,,,Long Sleeve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_d85f59f8-4f14-b758-042a-5153c6741a3b,Variant,,,,,,,,1.5,true,,,InStock,,,,24,,,Long Sleeve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_d85f59f8-4f14-b758-042a-5153c6741a3b,Variant,,,,,,,,1.5,true,,,InStock,,,,6-9,,,Long Sleeve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_d85f59f8-4f14-b758-042a-5153c6741a3b,Variant,,,,,,,,1.5,true,,,InStock,,,,18,,,Long Sleeve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_d85f59f8-4f14-b758-042a-5153c6741a3b,Variant,,,,,,,,1.5,true,,,InStock,,,,3-6,,,Long Sleeve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_d85f59f8-4f14-b758-042a-5153c6741a3b,Variant,,,,,,,,1.5,true,,,InStock,,,,0-3,,,Long Sleeve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_861a11ce-67a7-f4b0-d7c4-448f14fd34fd,Product,Tie Dye Baby Bib,"<p><span><span><span><span><span><span>Tie Dye never looked so good on a baby!&nbsp;BEE-utiful, vibrant, and perfect for any occasion! These bibs are ready to ship!!</span></span></span></span></span></span></p><p>&nbsp;</p><p><strong>Swirl Desgin (Colors Used):</strong><br>Purple &amp; Fushica</p><p><strong>Side Bullseye Design (Colors Used):</strong></p><p>Green, Purple, &amp; Fushica</p><p><strong>Rainbow Bullseye Design (Colors Used):</strong></p><p>Red, Orange, Yellow, Green, Turquoise, Purple, &amp; Fushcia.&nbsp;</p>",c2714b_9dc7dfe27219425cb0dd00821c76268d~mv2_d_3024_3024_s_4_2.jpg;c2714b_80ed279b61fa44d1a66371849c4e5cc8~mv2_d_3024_3024_s_4_2.jpg;c2714b_d650052c4d1840edbd0d3fa7859fb52e~mv2_d_3024_3024_s_4_2.jpg;c2714b_0486fda77f7643b49aa6b898d77f358e~mv2_d_3024_3024_s_4_2.jpg;c2714b_2e0f7222c85649c287b0147d997dece6~mv2_d_2617_3024_s_4_2.jpg;c2714b_61a16021512949968ae8cddeca9ec2c5~mv2_d_2587_2965_s_4_2.jpg,Queen Bee Brittany;Tie Dye,20,,5.0,,true,PERCENT,0.0,0,0.0,Bib Choice,DROP_DOWN,Swirl;Side Bullseye;Rainbow Side Bullseye,,,,,,,,,,,,,,,,Care Instructions,"<p><span><span><span><span><span><span>Wash separately for the first two washes then wash with like colors inside out for best results. </span></span></span></span></span></span></p>
",,,,,,,,,,,,,,,,
product_861a11ce-67a7-f4b0-d7c4-448f14fd34fd,Variant,,,,,,,,0.0,true,,,1,,,,Swirl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_861a11ce-67a7-f4b0-d7c4-448f14fd34fd,Variant,,,,,,,,0.0,true,,,1,,,,Side Bullseye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_861a11ce-67a7-f4b0-d7c4-448f14fd34fd,Variant,,,,,,,,0.0,true,,,1,,,,Rainbow Side Bullseye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f744fd69-4529-481f-fac7-22e180f9ad59,Product,No Matter How Far T-Shirt,"<p><span><span><span><span><span><span>Do you have family or friends so close but so far away?&nbsp;Perfect gift for best friends, cousins, and more! This shirt will be sure to bring you together!</span></span></span></span></span></span></p><p>&nbsp;</p><p><strong>Customize:</strong></p><ul>	<li>Review our ""Size Charts"" to select the size you need based on the type of t-shirt you would like for this design</li>	<li>Review our ""Shirt Color Chart"" to select the color shirt you would like per the t-shirt type</li>	<li>Choose up to three states</li>	<li>Choose UNLIMITED city pin marks&nbsp;</li>	<li>Choose to put the ""miles apart"" or not!&nbsp;</li></ul><p>&nbsp;</p><p><span><span><span><span><span><span>Want something similar to this?&nbsp;</span></span></span></span></span></span></p><p>Fill out our <a href=""https://www.thebeehiveheadquarters.com/get-a-quote"" target=""_blank"">Get A Quote</a> form!</p>",c2714b_e0b5673193174a449a809a56d5ac5cf1~mv2.png;c2714b_eb24dafa419f496587ce696a603122ee~mv2_d_3024_4032_s_4_2.jpg;c2714b_eb6e5d6037934abd973fbf38122d5eb8~mv2_d_3024_4032_s_4_2.jpg;c2714b_a1f7855485fa4914b9509f0a37184e04~mv2_d_3024_4032_s_4_2.jpg;c2714b_7ea66a83e23b490cbcea2972acc1f6c7~mv2_d_3024_4032_s_4_2.jpg;c2714b_af0709cf2421411d8213fbe647434975~mv2_d_3024_4032_s_4_2.jpg;c2714b_637763cbdad3407eb52f568a5555e9eb~mv2_d_3024_4032_s_4_2.jpg,Clothing;Queen Bee Brittany;Quotes,19,Made To Order,22.0,,false,PERCENT,0.0,InStock,0.0,T-Shirt Style Choice,DROP_DOWN,Women's Fitted Tee;Women's Deep V-neck;Women's Tank;Classic Unisex T-Shirt;Unisex V-neck;Men's Tank;Youth;Toddler;Infant Shirt;Onesie Long Sleeve;Onesie Short Sleeve,T-Shirt Size,DROP_DOWN,0-3 Mos.;3-6 Months;6-9 Months;12 Months;6-12 Months;12-18 Months;18-24 Months;2T;3T;4T;5T;Small;Medium;Large;X-Large;2X-Large,,,,,,,,,,,,,Made To Order,"<p><span><span><span><span><span>This product is made to order.</span></span></span></span></span></p>

<p><span><span><span><span><span>Please allow 7 - 10 days for product to be made before it is shipped. </span></span></span></span></span></p>

<p><span><span><span><span><span>Once your order has shipped you will receive an email with tracking information. </span></span></span></span></span></p>
",Local Pick Up,"<p><span><span><span><span><span><span>Local Pickup only available in Shawnee,&nbsp;Kansas for this product.</span></span></span></span></span></span></p>
",Disclaimer,"<p><span><span><span><span><span><span>This product is made to order. We do not guarantee that your order will look exactly like the product picture. We strive to bring you the best products and customizations, but we cannot guarantee exact products as our models. </span></span></span></span></span></span></p>
",Care Instructions,"<p>Wash with like colors inside out for best results.</p>
",Size Charts,"<p><a href=""https://docs.google.com/document/d/1PpOzcOsd1lT-2yIIwMnGfdm-ZUtXs4YdDRMGwj0-Zec/edit?usp=sharing"" target=""_blank"">Click here to view our size charts!&nbsp;</a></p>
",Shirt Color Chart,"<p><a href=""https://docs.google.com/spreadsheets/d/1MimH90Cyk9yd8yalB1fFEVTQ1uKA89bL2gYgGFxNLKQ/edit?usp=sharing"" target=""_blank"">Click here to view all of our shirt color choices!</a></p>
",What state(s) & cities would you like on your T-shirt? (MAX 3 STATES/UNLIMITED CITIES),500,true,Add Miles?,500,false
product_f744fd69-4529-481f-fac7-22e180f9ad59,Variant,,,,,,,,0.0,false,,,InStock,,,,Men's Tank,,,4T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f744fd69-4529-481f-fac7-22e180f9ad59,Variant,,,,,,,,0.0,false,,,InStock,,,,Toddler,,,3-6 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f744fd69-4529-481f-fac7-22e180f9ad59,Variant,,,,,,,,0.0,false,,,InStock,,,,Unisex V-neck,,,12 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f744fd69-4529-481f-fac7-22e180f9ad59,Variant,,,,,,,,5.0,true,,,InStock,,,,Women's Deep V-neck,,,2X-Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f744fd69-4529-481f-fac7-22e180f9ad59,Variant,,,,,,,,0.0,false,,,InStock,,,,Classic Unisex T-Shirt,,,18-24 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f744fd69-4529-481f-fac7-22e180f9ad59,Variant,,,,,,,,5.0,true,,,InStock,,,,Unisex V-neck,,,2X-Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f744fd69-4529-481f-fac7-22e180f9ad59,Variant,,,,,,,,0.0,true,,,InStock,,,,Classic Unisex T-Shirt,,,Small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f744fd69-4529-481f-fac7-22e180f9ad59,Variant,,,,,,,,-4.0,true,,,InStock,,,,Youth,,,Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f744fd69-4529-481f-fac7-22e180f9ad59,Variant,,,,,,,,0.0,true,,,InStock,,,,Women's Fitted Tee,,,Small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f744fd69-4529-481f-fac7-22e180f9ad59,Variant,,,,,,,,0.0,false,,,InStock,,,,Infant Shirt,,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f744fd69-4529-481f-fac7-22e180f9ad59,Variant,,,,,,,,-6.0,true,,,InStock,,,,Toddler,,,4T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f744fd69-4529-481f-fac7-22e180f9ad59,Variant,,,,,,,,0.0,false,,,InStock,,,,Youth,,,6-9 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f744fd69-4529-481f-fac7-22e180f9ad59,Variant,,,,,,,,0.0,false,,,InStock,,,,Unisex V-neck,,,3T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f744fd69-4529-481f-fac7-22e180f9ad59,Variant,,,,,,,,0.0,false,,,InStock,,,,Women's Tank,,,12 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f744fd69-4529-481f-fac7-22e180f9ad59,Variant,,,,,,,,0.0,false,,,InStock,,,,Women's Fitted Tee,,,0-3 Mos.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f744fd69-4529-481f-fac7-22e180f9ad59,Variant,,,,,,,,0.0,true,,,InStock,,,,Women's Tank,,,X-Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f744fd69-4529-481f-fac7-22e180f9ad59,Variant,,,,,,,,0.0,false,,,InStock,,,,Onesie Short Sleeve,,,2X-Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f744fd69-4529-481f-fac7-22e180f9ad59,Variant,,,,,,,,0.0,false,,,InStock,,,,Women's Deep V-neck,,,6-12 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f744fd69-4529-481f-fac7-22e180f9ad59,Variant,,,,,,,,0.0,false,,,InStock,,,,Men's Tank,,,3-6 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f744fd69-4529-481f-fac7-22e180f9ad59,Variant,,,,,,,,0.0,false,,,InStock,,,,Women's Fitted Tee,,,2T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f744fd69-4529-481f-fac7-22e180f9ad59,Variant,,,,,,,,0.0,false,,,InStock,,,,Infant Shirt,,,3T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f744fd69-4529-481f-fac7-22e180f9ad59,Variant,,,,,,,,-7.5,true,,,InStock,,,,Infant Shirt,,,12-18 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f744fd69-4529-481f-fac7-22e180f9ad59,Variant,,,,,,,,0.0,false,,,InStock,,,,Women's Fitted Tee,,,12 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f744fd69-4529-481f-fac7-22e180f9ad59,Variant,,,,,,,,0.0,true,,,InStock,,,,Men's Tank,,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f744fd69-4529-481f-fac7-22e180f9ad59,Variant,,,,,,,,0.0,false,,,InStock,,,,Onesie Long Sleeve,,,5T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f744fd69-4529-481f-fac7-22e180f9ad59,Variant,,,,,,,,0.0,false,,,InStock,,,,Youth,,,18-24 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f744fd69-4529-481f-fac7-22e180f9ad59,Variant,,,,,,,,0.0,false,,,InStock,,,,Onesie Short Sleeve,,,5T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f744fd69-4529-481f-fac7-22e180f9ad59,Variant,,,,,,,,-9.0,true,,,InStock,,,,Onesie Short Sleeve,,,3-6 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f744fd69-4529-481f-fac7-22e180f9ad59,Variant,,,,,,,,0.0,false,,,InStock,,,,Women's Tank,,,5T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f744fd69-4529-481f-fac7-22e180f9ad59,Variant,,,,,,,,0.0,false,,,InStock,,,,Youth,,,12-18 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f744fd69-4529-481f-fac7-22e180f9ad59,Variant,,,,,,,,0.0,false,,,InStock,,,,Men's Tank,,,12-18 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f744fd69-4529-481f-fac7-22e180f9ad59,Variant,,,,,,,,0.0,false,,,InStock,,,,Classic Unisex T-Shirt,,,0-3 Mos.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f744fd69-4529-481f-fac7-22e180f9ad59,Variant,,,,,,,,0.0,true,,,InStock,,,,Women's Fitted Tee,,,X-Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f744fd69-4529-481f-fac7-22e180f9ad59,Variant,,,,,,,,2.0,true,,,InStock,,,,Women's Deep V-neck,,,Small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f744fd69-4529-481f-fac7-22e180f9ad59,Variant,,,,,,,,2.0,true,,,InStock,,,,Unisex V-neck,,,Small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f744fd69-4529-481f-fac7-22e180f9ad59,Variant,,,,,,,,0.0,false,,,InStock,,,,Youth,,,5T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f744fd69-4529-481f-fac7-22e180f9ad59,Variant,,,,,,,,0.0,false,,,InStock,,,,Toddler,,,2X-Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f744fd69-4529-481f-fac7-22e180f9ad59,Variant,,,,,,,,0.0,false,,,InStock,,,,Onesie Short Sleeve,,,X-Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f744fd69-4529-481f-fac7-22e180f9ad59,Variant,,,,,,,,0.0,false,,,InStock,,,,Women's Tank,,,18-24 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f744fd69-4529-481f-fac7-22e180f9ad59,Variant,,,,,,,,0.0,false,,,InStock,,,,Toddler,,,6-9 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f744fd69-4529-481f-fac7-22e180f9ad59,Variant,,,,,,,,0.0,false,,,InStock,,,,Infant Shirt,,,4T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f744fd69-4529-481f-fac7-22e180f9ad59,Variant,,,,,,,,0.0,false,,,InStock,,,,Youth,,,12 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f744fd69-4529-481f-fac7-22e180f9ad59,Variant,,,,,,,,0.0,false,,,InStock,,,,Men's Tank,,,6-9 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f744fd69-4529-481f-fac7-22e180f9ad59,Variant,,,,,,,,0.0,false,,,InStock,,,,Unisex V-neck,,,4T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f744fd69-4529-481f-fac7-22e180f9ad59,Variant,,,,,,,,-4.0,true,,,InStock,,,,Youth,,,X-Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f744fd69-4529-481f-fac7-22e180f9ad59,Variant,,,,,,,,0.0,false,,,InStock,,,,Women's Fitted Tee,,,12-18 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f744fd69-4529-481f-fac7-22e180f9ad59,Variant,,,,,,,,0.0,false,,,InStock,,,,Toddler,,,18-24 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f744fd69-4529-481f-fac7-22e180f9ad59,Variant,,,,,,,,0.0,true,,,InStock,,,,Men's Tank,,,Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f744fd69-4529-481f-fac7-22e180f9ad59,Variant,,,,,,,,0.0,false,,,InStock,,,,Classic Unisex T-Shirt,,,12 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f744fd69-4529-481f-fac7-22e180f9ad59,Variant,,,,,,,,0.0,false,,,InStock,,,,Men's Tank,,,3T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f744fd69-4529-481f-fac7-22e180f9ad59,Variant,,,,,,,,0.0,false,,,InStock,,,,Infant Shirt,,,2X-Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f744fd69-4529-481f-fac7-22e180f9ad59,Variant,,,,,,,,0.0,false,,,InStock,,,,Unisex V-neck,,,6-9 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f744fd69-4529-481f-fac7-22e180f9ad59,Variant,,,,,,,,0.0,false,,,InStock,,,,Classic Unisex T-Shirt,,,5T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f744fd69-4529-481f-fac7-22e180f9ad59,Variant,,,,,,,,2.0,true,,,InStock,,,,Women's Deep V-neck,,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f744fd69-4529-481f-fac7-22e180f9ad59,Variant,,,,,,,,0.0,false,,,InStock,,,,Women's Fitted Tee,,,3-6 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
